,gap,plot,gap_type,spp,count,tph,vrp_baf3,n,baf,x_site_open,trans_tot,x_trans_tot,lai_4_ring,lai_5_ring,ms,ts,wd,gs,sb,fb,sl,rk,df,near_distance,azimuth1,azimuth_T,objectid,aspect_dem11,aspect_dem21,aspect_dem51,aspect_dem101,slope_dem_1m1,slope_dem2m1,slope_dem_5m1,slope_dem_10m1,zonal_unit,ss1,twi_10m,twi_5m,twi_2m,twi_1mfina,dem1,dem2,dem5,dem10,aspect_dem11T,aspect_dem21T,aspect_dem51T,aspect_dem101T,OBJECTID,Join_Count,TARGET_FID,Gap_area
68,118,294,N,Fd,1,1000,4Fd,4,12,20.48,7.68,26.21,1.68,1.6,40,0,20,10,10,5,0,0,15,0.08,210.26,0.136252433,294,24.1097,29.8934,36.9956,47.6149,19.2021,17.5186,26.2176,30.621,IDFdk3,5,7.08472,6.77881,4.49675,3.60651,853.648,853.919,853.584,853.919,1.912765035,1.866954165,1.798681724,1.674110326,118,5,118,0.268791924
69,118,303,S,At,1,1000,NA,NA,NA,29.26,13.71,46.81,1.31,1.22,15,5,10,30,15,5,0,0,20,3.76,313.09,1.683146326,303,6.59181,1.69256,14.7304,16.8312,26.7439,29.5241,20.5762,21.5302,IDFdk3,5,8.23623,8.88672,9.00771,8.4102,844.698,845.16,844.47,845.16,1.993389185,1.999563704,1.967132978,1.957161965,118,5,118,0.268791924
70,118,303,S,Sx,2,2000,NA,NA,NA,29.26,13.71,46.81,1.31,1.22,15,5,10,30,15,5,0,0,20,3.76,313.09,1.683146326,303,6.59181,1.69256,14.7304,16.8312,26.7439,29.5241,20.5762,21.5302,IDFdk3,5,8.23623,8.88672,9.00771,8.4102,844.698,845.16,844.47,845.16,1.993389185,1.999563704,1.967132978,1.957161965,118,5,118,0.268791924
71,118,517,N,Fd,5,5000,11Fd,11,33,22.96,10.77,36.78,1.54,1.49,70,0,5,15,10,5,0,0,5,0.84,125.54,0.418728826,517,349.54,8.3208,39.6214,45.3569,26.2115,17.1814,20.3323,23.177,IDFdk3,5,7.34668,3.07664,2.83871,2.24883,866.649,866.901,866.111,866.901,1.983381892,1.989473318,1.770275111,1.702688467,118,5,118,0.268791924
72,119,218,S,Fd,1,1000,12Fd,12,36,62.38,24.33,83.08,0.02,0.25,80,0,0,15,5,5,0,0,0,1.64,231.84,0.382140387,218,151.469,115.149,136.983,190.73,0.924847,0.718098,1.0226,1.96366,IDFdk3,1,6.41514,7.90166,3.42101,2.66278,849.885,849.873,849.899,849.873,0.121441184,0.57502628,0.268848684,0.017484553,119,4,119,0.493372401
73,123,135,S,Fd,2,2000,12Fd,12,36,42.86,18.47,63.07,0.48,0.79,60,0,0,15,10,5,0,0,10,1.15,270,1,135,224.147,212.016,223.773,166.975,7.24709,8.52377,13.497,5.26203,IDFdk3,1,13.1443,13.7778,4.79371,3.61481,826.422,826.399,826.636,826.399,0.282444804,0.152099918,0.277913687,0.025728181,123,3,123,0.491137784
74,123,571,S,Fd,2,2000,6Fd,6,18,21.93,8.56,29.23,1.59,1.55,0,0,25,10,5,5,35,0,20,1.98,333.43,1.89438856,571,201.717,194.913,195.587,180.028,18.7117,16.6134,19.9833,16.0319,IDFdk3,1,9.0756,4.3546,7.77837,4.28178,821.661,821.375,821.914,821.375,0.070977175,0.033682287,0.036776442,1.19E-07,123,3,123,0.491137784
75,124,556,N,Fd,1,1000,6Fd,6,18,24.73,9.67,33.03,1.58,1.38,35,0,0,25,15,5,0,0,20,1.17,36.99,1.798740534,556,16.9414,23.0117,11.4252,17.9703,27.8058,26.7523,20.5625,32.6305,IDFdk3,5,4.89619,5.69357,3.38055,2.8498,915.213,915.542,914.536,915.542,1.956603283,1.920425046,1.980184146,1.951216571,124,2,124,0.147440583
76,125,49,S,Fd,8,8000,7Fd,7,21,15.68,8.46,28.88,1.79,1.91,70,5,5,5,10,5,0,0,0,0.6,162.9,0.044206985,49,167.091,38.9995,244.933,296.734,2.2198,2.29132,1.26088,0.727401,IDFdk3,1,5.94293,2.85801,3.64941,4.46672,831.262,831.268,831.283,831.268,0.025273886,1.777151453,0.576322218,1.449849057,125,2,125,0.315008442
77,13,109,S,Fd,2,2000,2Fd,2,6,35.16,14.57,49.77,0.9,0.91,30,0,10,50,0,5,0,0,5,0.81,175.66,0.002867455,109,253.292,233.773,259.39,246.983,9.54048,11.0778,10.6616,10.0354,IDFdk3,1,6.59368,6.27133,5.99907,5.38191,871.649,871.52,871.747,871.52,0.712505746,0.409014127,0.815877098,0.608995769,13,3,13,0.145857288
78,13,77,S,Fd,1,1000,5Fd,5,15,32.99,13.31,45.44,0.97,0.99,70,0,5,0,10,10,0,0,5,2.66,315,1.707106781,77,236.235,250.347,236.535,238.849,12.5822,10.6537,9.23093,9.13983,IDFdk3,1,5.99565,6.00306,6.02616,2.83923,870.071,870.051,869.926,870.051,0.444212108,0.663677148,0.448572509,0.482704697,13,3,13,0.145857288
79,133,343,S,Fd,1,1000,4 Fd,4,12,13.58,6.59,22.51,2.14,2.08,30,0,5,35,15,5,0,0,10,0.18,172.87,0.007732916,343,214.511,217.732,216.567,228.986,13.1335,11.4921,11.8379,11.3876,IDFdk3,1,9.91223,4.26881,10.5331,3.58863,844.988,844.894,845.242,844.894,0.175982569,0.209118132,0.196839257,0.34375658,133,3,133,0.515212038
80,133,576,S,Fd,1,1000,1 Fd,1,3,33.13,16.14,55.11,0.89,1.02,10,0,30,20,20,10,0,0,10,3.59,269.03,0.983071115,576,288.38,272.458,267.471,258.783,13.6222,10.0144,12.1432,12.2641,IDFdk3,1,8.16801,4.7618,6.34752,1.6482,851.993,852.062,852.147,852.062,1.315317798,1.042887035,0.955874954,0.805474602,133,3,133,0.515212038
81,134,87,S,Fd,3,3000,5 Fd,5,15,32.22,12.91,44.09,1.06,1.06,55,0,5,5,0,5,0,25,5,0.49,250.02,0.658307892,87,122.947,121.668,122.08,140.703,35.3072,34.536,32.5425,15.2133,IDFdk3,1,6.29403,3.82705,3.56993,2.16597,855.196,854.976,854.793,854.976,0.456136989,0.475003613,0.468897154,0.226126628,134,7,134,0.779716566
82,140,405,S,Fd,1,1000,NA,NA,NA,24.76,10.64,36.35,1.37,1.39,0,0,10,60,25,5,0,0,0,1.33,154.83,0.094950134,405,319.279,296.793,316.392,303.536,27.2182,18.5287,30.5293,19.5186,IDFdk3,1,7.74831,7.17462,8.05841,3.2614,859.471,859.742,858.943,859.742,1.757895279,1.450768487,1.724075565,1.552460822,140,1,140,0.215781368
83,141,35,S,Fd,5,5000,2 Fd,2,6,21.05,9.49,32.42,1.56,1.73,10,0,5,55,20,10,0,0,0,0.39,293.81,1.403704981,35,251.646,261.865,251.328,258.51,11.928,11.7072,11.5877,11.7196,IDFdk3,1,5.81054,5.17779,4.30298,4.82093,861.164,861.211,861.161,861.211,0.685112871,0.858494023,0.679849942,0.800803098,141,1,141,0.207340876
84,150,145,S,Fd,1,1000,2 Fd,2,6,16.91,5.7,19.46,1.82,1.76,30,5,10,5,5,10,15,0,20,2.92,117.11,0.544299728,145,210.871,212.867,234.562,245.74,9.16687,10.5748,12.0152,12.7339,IDFdk3,1,6.82475,6.24556,1.53869,1.99559,849.252,849.233,849.585,849.233,0.141675278,0.160067429,0.420178342,0.589122021,150,2,150,0.129083256
85,154,490,S,Fd,1,1000,10Fd,10,30,26.04,11.45,39.11,1.39,1.73,65,0,15,15,0,5,0,0,0,0.23,270,1,490,346.472,343.125,348.076,349.517,39.1697,30.9189,29.6695,28.5245,IDFdk3,8,7.78271,8.60733,5.65229,9.80714,837.567,837.714,837.669,837.714,1.972255721,1.956940336,1.978422525,1.983308935,154,1,154,0.122594709
86,155,104,S,Fd,10,10000,3Fd,3,9,36.91,18.02,61.53,1.02,0.89,35,0,15,10,5,20,0,0,15,6.1,208.75,0.123273244,104,20.4922,18.7174,20.6124,5.81094,25.4044,25.1039,24.1674,28.2189,IDFdk3,5,5.67464,4.49302,4.18643,3.76212,864.148,864.486,864.113,864.486,1.936719856,1.947112868,1.935983368,1.994861395,155,14,155,2.175014789
87,155,108,N,Fd,3,3000,5Fd,5,15,27.17,12.98,44.34,1.21,1.24,0,0,0,30,35,30,0,0,5,0.92,172.77,0.007951059,108,348.456,349.178,355.266,354.821,19.0623,18.637,17.5853,16.9519,IDFdk3,8,5.0954,4.18061,5.79699,2.83611,853.74,853.984,853.535,853.984,1.979771312,1.982215229,1.996588588,1.99591755,155,14,155,2.175014789
88,155,143,S,Fd,6,6000,5Fd ,5,15,34.29,13.41,45.78,0.93,1.04,0,0,5,20,30,15,0,0,30,1.51,326.17,1.83069308,143,312.876,316.833,329.588,330.525,12.7513,12.5466,11.9812,12.2821,IDFdk3,8,3.39019,2.77764,4.7213,1.51046,854.658,854.816,854.402,854.816,1.680413962,1.729362777,1.862407667,1.870570473,155,14,155,2.175014789
89,155,181,N,Fd,17,17000,4Fd,4,12,17.24,7.29,24.88,2.08,1.74,20,0,0,20,0,25,0,0,35,0.12,218.66,0.219133281,181,338.872,341.902,337.609,341.164,51.6699,39.8503,37.3496,35.4899,IDFdk3,8,11.8118,6.47247,5.05049,4.37837,866.893,867.207,866.171,867.207,1.932777496,1.950526576,1.924605881,1.946446588,155,14,155,2.175014789
90,155,369,N,Fd,4,4000,3Fd,3,9,32.8,12.59,43,1.03,1.11,5,5,5,55,5,10,0,0,15,1.88,0,2,369,28.3583,12.5103,5.76446,4.81523,13.062,15.2067,15.5992,15.1583,IDFdk3,8,7.56343,5.11416,3.59225,2.62048,850.976,851.069,850.919,851.069,1.8799945,1.976257082,1.994943202,1.996470581,155,14,155,2.175014789
91,155,369,N,Mb,2,2000,NA,NA,NA,32.8,12.59,43,1.03,1.11,5,5,5,55,5,10,0,0,15,1.88,0,2,369,28.3583,12.5103,5.76446,4.81523,13.062,15.2067,15.5992,15.1583,IDFdk3,8,7.56343,5.11416,3.59225,2.62048,850.976,851.069,850.919,851.069,1.8799945,1.976257082,1.994943202,1.996470581,155,14,155,2.175014789
92,155,369,N,Sx,1,1000,NA,NA,NA,32.8,12.59,43,1.03,1.11,5,5,5,55,5,10,0,0,15,1.88,0,2,369,28.3583,12.5103,5.76446,4.81523,13.062,15.2067,15.5992,15.1583,IDFdk3,8,7.56343,5.11416,3.59225,2.62048,850.976,851.069,850.919,851.069,1.8799945,1.976257082,1.994943202,1.996470581,155,14,155,2.175014789
93,155,471,N,Fd,4,4000,3Fd,3,9,27.13,12.3,42.01,1.63,1.31,60,NA,5,NA,NA,15,NA,NA,NA,1.58,68.87,1.360485252,471,347.353,345.798,344.036,343.201,44.9098,46.4833,44.75,48.4805,IDFdk3,8,7.09842,5.10417,4.59613,4.72135,870.026,870.676,870.384,870.676,1.97573749,1.969436786,1.961434694,1.957324542,155,14,155,2.175014789
94,155,63,N,Fd,11,11000,5Fd,5,15,18.37,9.74,33.27,1.83,1.81,15,5,5,45,10,0,0,0,20,1.2,206.57,0.10561144,63,349.001,352.099,359.111,15.9351,15.5669,15.6569,18.2252,10.9255,IDFdk3,8,3.25075,2.57644,5.38422,5.99585,844.518,844.58,844.299,844.58,1.981630514,1.990507064,1.99987963,1.961573299,155,14,155,2.175014789
95,156,354,N,Fd,3,3000,6Fd,6,18,15.59,5.14,17.54,2.07,2.19,0,5,35,10,5,10,5,NA,30,1.35,290.56,1.35118807,354,159.78,156.887,150.228,159.379,16.5268,12.4358,9.19984,10.0759,IDFdk3,8,5.98304,4.68244,4.34809,4.45706,843.109,843.106,843.201,843.106,0.061627566,0.080267545,0.131991783,0.064069484,156,2,156,0.194868467
96,157,485,S,Ep,4,4000,NA,NA,NA,21.81,7.89,26.95,1.93,1.66,30,10,0,15,10,15,0,0,20,0.55,171.37,0.011322051,485,33.3737,20.3081,15.8145,16.4841,22.3418,21.7219,22.2121,21.4417,IDFdk3,1,4.9218,4.64007,3.29521,2.80201,850.864,850.936,850.921,850.936,1.835100458,1.937839878,1.962149056,1.958898514,157,2,157,0.618452048
97,157,485,S,Fd,26,26000,3Fd,3,9,21.81,7.89,26.95,1.93,1.66,30,10,0,15,10,15,0,0,20,0.55,171.37,0.011322051,485,33.3737,20.3081,15.8145,16.4841,22.3418,21.7219,22.2121,21.4417,IDFdk3,1,4.9218,4.64007,3.29521,2.80201,850.864,850.936,850.921,850.936,1.835100458,1.937839878,1.962149056,1.958898514,157,2,157,0.618452048
98,157,518,S,Fd,45,45000,4Fd,4,12,40.69,15.48,52.87,0.64,0.74,60,10,0,5,0,20,5,0,NA,0.63,323.13,1.799998928,518,358.093,359.061,10.0893,14.3805,16.8039,14.7874,16.6993,19.1054,IDFdk3,1,7.01936,7.29592,2.23374,1.16469,854.205,854.294,854.365,854.294,1.999446158,1.999865709,1.984535913,1.968667744,157,2,157,0.618452048
99,161,543,S,Fd,34,34000,8Fd,8,24,16.69,5.7,19.45,1.85,1.92,15,0,10,55,5,5,5,0,5,2.56,161.12,0.05380163,543,31.4598,38.6657,31.4726,33.6743,10.8206,13.8331,9.29922,8.66742,IDFdk3,8,4.53145,6.62446,3.52255,3.71676,825.139,825.244,824.971,825.244,1.853006551,1.780804568,1.852889936,1.832202914,161,1,161,0.398901273
100,162,95,S,Fd,6,6000,11Fd,11,33,36.48,16.34,55.8,0.7,0.96,50,0,10,15,5,0,5,0,15,1.34,23.74,1.915381758,95,61.9265,50.6747,55.9201,58.4888,79.1435,94.4575,70.7383,64.7304,IDFdk3,1,8.20886,9.58368,10.0661,2.92015,867.973,869.478,868.612,869.478,1.470603836,1.633722514,1.560348467,1.522665226,162,2,162,0.176710213
101,163,295,N,Fd,2,2000,NA,NA,NA,12.86,4.87,16.63,2.13,2.24,0,0,40,30,30,0,0,0,0,0.59,135.66,0.284795027,295,313.557,317.953,302.817,293.75,7.23888,6.89994,6.61255,7.3047,IDFdk3,1,7.64486,5.43678,5.21993,3.84225,855.604,855.596,855.617,855.596,1.689075865,1.742595684,1.541957588,1.40274669,163,1,163,0.119593989
102,17,147,S,Fd,1,1000,1Fd,1,3,33.55,14.8,50.53,0.89,0.96,0,0,25,25,20,15,0,0,15,2.2,152.12,0.116071085,147,272.649,271.732,262.484,259.111,15.8991,12.3966,12.2565,11.2577,IDFdk3,1,5.82507,4.80677,7.02315,4.98294,842.396,842.352,842.394,842.352,1.046217302,1.030224499,0.869196949,0.811093083,17,7,17,0.994456709
103,17,498,S,Fd,1,1000,4Fd,4,12,35.81,14.37,49.07,0.76,0.98,0,0,10,60,10,15,0,0,5,2.02,201.32,0.068435628,498,9.02579,10.432,334.616,311.424,12.8244,12.3331,7.84578,7.23924,IDFdk3,1,4.571,4.45294,4.79976,4.56541,844.503,844.587,844.436,844.587,1.987617826,1.983470497,1.903455039,1.661626013,17,7,17,0.994456709
104,173,216,N,Sx,15,15000,NA,NA,NA,40.29,17.03,58.15,0.72,0.84,30,0,20,5,10,30,0,0,5,0.4,359.02,1.999853726,216,11.3906,9.52918,8.48084,11.8968,17.8628,14.6182,9.07383,8.58092,,NA,4.19628,3.43407,2.31793,1.56062,865.798,866.078,865.944,866.078,1.980303589,1.986201417,1.989065236,1.9785205,173,6,173,0.517045142
105,173,263,N,Fd,1,1000,1Fd ,1,3,24.04,11.57,39.51,1.31,1.4,55,5,10,10,5,15,0,0,0,0.43,63.95,1.439155326,263,4.93574,7.67189,15.0188,12.4663,11.7493,12.1156,10.7992,10.1792,IDFdk3,7,6.11686,5.96993,5.01119,6.32011,868.111,868.168,867.957,868.168,1.996291821,1.991048816,1.96584085,1.976423143,173,6,173,0.517045142
106,173,263,N,Sx,2,2000,1 Sx ,1,3,24.04,11.57,39.51,1.31,1.4,55,5,10,10,5,15,0,0,0,0.43,63.95,1.439155326,263,4.93574,7.67189,15.0188,12.4663,11.7493,12.1156,10.7992,10.1792,IDFdk3,7,6.11686,5.96993,5.01119,6.32011,868.111,868.168,867.957,868.168,1.996291821,1.991048816,1.96584085,1.976423143,173,6,173,0.517045142
107,173,296,N,Fd,3,3000,NA,NA,NA,28.78,12.43,42.46,1.2,1.28,55,0,10,5,5,20,0,0,5,3.21,149.46,0.138725378,296,346.631,352.83,8.93938,18.6525,8.72726,10.5869,11.3732,11.5762,IDFdk3,7,7.65885,7.94565,3.82654,6.95809,867.966,868.042,867.818,868.042,1.972901124,1.99218019,1.987853298,1.94747575,173,6,173,0.517045142
108,173,296,N,Pl,1,1000,NA,NA,NA,28.78,12.43,42.46,1.2,1.28,55,0,10,5,5,20,0,0,5,3.21,149.46,0.138725378,296,346.631,352.83,8.93938,18.6525,8.72726,10.5869,11.3732,11.5762,IDFdk3,7,7.65885,7.94565,3.82654,6.95809,867.966,868.042,867.818,868.042,1.972901124,1.99218019,1.987853298,1.94747575,173,6,173,0.517045142
109,173,296,N,Sx,5,5000,2 Sx,2,6,28.78,12.43,42.46,1.2,1.28,55,0,10,5,5,20,0,0,5,3.21,149.46,0.138725378,296,346.631,352.83,8.93938,18.6525,8.72726,10.5869,11.3732,11.5762,IDFdk3,7,7.65885,7.94565,3.82654,6.95809,867.966,868.042,867.818,868.042,1.972901124,1.99218019,1.987853298,1.94747575,173,6,173,0.517045142
110,173,51,N,Sx,2,2000,6 Sx,6,18,23.12,10.58,36.12,1.46,1.48,60,5,20,5,0,5,0,0,5,2.18,236.48,0.447771967,51,330.034,357.288,9.40178,12.4663,12.2289,10.5866,9.80502,10.1792,IDFdk3,7,11.5108,5.96491,3.77797,3.75545,868.796,868.93,868.57,868.93,1.866321957,1.998879987,1.986567087,1.976423143,173,6,173,0.517045142
111,173,65,N,Fd,1,1000,NA,NA,NA,27.19,10.86,37.1,1.15,1.3,50,0,15,5,5,20,0,0,5,1.5,271.87,1.032631863,65,354.427,337.631,335.89,340.285,7.28311,5.52103,7.03641,6.6079,,NA,6.02198,5.81673,3.70738,2.80897,865.762,865.861,865.711,865.861,1.995273274,1.924752077,1.912762896,1.941382261,173,6,173,0.517045142
112,173,65,N,Sx,2,2000,3 Sx,3,9,27.19,10.86,37.1,1.15,1.3,50,0,15,5,5,20,0,0,5,1.5,271.87,1.032631863,65,354.427,337.631,335.89,340.285,7.28311,5.52103,7.03641,6.6079,,NA,6.02198,5.81673,3.70738,2.80897,865.762,865.861,865.711,865.861,1.995273274,1.924752077,1.912762896,1.941382261,173,6,173,0.517045142
113,173,68,N,Fd,5,5000,2Fd,2,6,18.08,8.76,29.9,1.91,1.79,65,0,20,0,0,10,0,0,5,0.94,139.4,0.240728693,68,20.0115,12.7374,3.42859,2.26437,13.0133,14.2409,14.3442,14.102,IDFdk3,5,4.60332,4.1633,2.76326,3.28897,872.439,872.521,871.992,872.521,1.939623954,1.975390831,1.99821011,1.999219158,173,6,173,0.517045142
114,174,201,N,Fd,5,5000,NA,NA,NA,26.29,12.29,41.96,1.27,1.39,10,5,5,30,15,30,0,0,5,2.79,95.71,0.900506582,201,38.61,38.0893,17.5853,11.2533,23.9941,32.2644,25.0479,27.3629,IDFdk3,5,4.92387,4.47941,4.40027,4.53219,874.296,874.476,873.95,874.476,1.781411573,1.78705024,1.953268213,1.980774042,174,5,174,0.641080788
115,174,201,N,Sx,3,3000,1Sx,1,3,26.29,12.29,41.96,1.27,1.39,10,5,5,30,15,30,0,0,5,2.79,95.71,0.900506582,201,38.61,38.0893,17.5853,11.2533,23.9941,32.2644,25.0479,27.3629,IDFdk3,5,4.92387,4.47941,4.40027,4.53219,874.296,874.476,873.95,874.476,1.781411573,1.78705024,1.953268213,1.980774042,174,5,174,0.641080788
116,174,285,N,Fd,2,2000,2Fd,2,6,15.06,8.34,28.47,2.2,2.1,55,5,5,25,5,10,0,0,5,0.61,180,0,285,345.594,349.86,357.631,356.847,25.183,27.2812,24.0645,23.5185,IDFdk3,5,6.88829,6.04492,4.65435,2.66414,868.003,868.403,867.39,868.403,1.968557113,1.984380511,1.999145341,1.998486219,174,5,174,0.641080788
117,174,285,N,Sx,1,1000, 6Sx,6,18,15.06,8.34,28.47,2.2,2.1,55,5,5,25,5,10,0,0,5,0.61,180,0,285,345.594,349.86,357.631,356.847,25.183,27.2812,24.0645,23.5185,IDFdk3,5,6.88829,6.04492,4.65435,2.66414,868.003,868.403,867.39,868.403,1.968557113,1.984380511,1.999145341,1.998486219,174,5,174,0.641080788
118,174,291,N,Fd,1,1000,NA,NA,NA,28.46,12.75,43.54,1.26,1.23,45,0,0,25,5,25,0,0,0,1.09,107.15,0.7051257,291,12.5872,8.26814,7.58707,6.69932,23.2916,24.3621,23.9712,25.5397,IDFdk3,5,6.17954,4.69295,8.01584,3.49829,872.433,872.59,872.494,872.59,1.975965471,1.989605907,1.991245361,1.993172034,174,5,174,0.641080788
119,174,291,N,Sx,2,2000, 5Sx,5,15,28.46,12.75,43.54,1.26,1.23,45,0,0,25,5,25,0,0,0,1.09,107.15,0.7051257,291,12.5872,8.26814,7.58707,6.69932,23.2916,24.3621,23.9712,25.5397,IDFdk3,5,6.17954,4.69295,8.01584,3.49829,872.433,872.59,872.494,872.59,1.975965471,1.989605907,1.991245361,1.993172034,174,5,174,0.641080788
120,175,162,S,At,5,5000,NA,NA,NA,57.48,21.58,73.71,0.2,0.35,0,10,5,35,20,25,0,0,5,2.25,295.19,1.425621363,162,239.348,284.662,221.15,224.078,5.42928,2.22903,0.568816,0.837813,IDFdk3,1,14.1574,8.45027,8.98874,3.78003,959.578,959.575,959.632,959.575,0.490177609,1.253116373,0.247010563,0.281606544,175,16,175,2.037658975
121,175,162,S,Ep,7,7000,NA,NA,NA,57.48,21.58,73.71,0.2,0.35,0,10,5,35,20,25,0,0,5,2.25,295.19,1.425621363,162,239.348,284.662,221.15,224.078,5.42928,2.22903,0.568816,0.837813,IDFdk3,1,14.1574,8.45027,8.98874,3.78003,959.578,959.575,959.632,959.575,0.490177609,1.253116373,0.247010563,0.281606544,175,16,175,2.037658975
122,175,162,S,Fd,1,1000,1 Fd,1,3,57.48,21.58,73.71,0.2,0.35,0,10,5,35,20,25,0,0,5,2.25,295.19,1.425621363,162,239.348,284.662,221.15,224.078,5.42928,2.22903,0.568816,0.837813,IDFdk3,1,14.1574,8.45027,8.98874,3.78003,959.578,959.575,959.632,959.575,0.490177609,1.253116373,0.247010563,0.281606544,175,16,175,2.037658975
123,175,200,S,Fd,2,2000,7 Fd,7,21,37.05,14.44,49.3,0.73,0.94,55,5,5,5,0,20,0,0,10,0.06,225,0.292893219,200,34.9551,336.055,312.785,331.604,1.74444,2.94471,4.36074,4.24591,IDFdk3,1,4.837,3.45726,2.81445,2.60177,955.448,955.47,955.497,955.47,1.819601278,1.913935476,1.679249191,1.879681776,175,16,175,2.037658975
124,175,200,S,Sx,2,2000,1 Sx,1,3,37.05,14.44,49.3,0.73,0.94,55,5,5,5,0,20,0,0,10,0.06,225,0.292893219,200,34.9551,336.055,312.785,331.604,1.74444,2.94471,4.36074,4.24591,IDFdk3,1,4.837,3.45726,2.81445,2.60177,955.448,955.47,955.497,955.47,1.819601278,1.913935476,1.679249191,1.879681776,175,16,175,2.037658975
125,175,210,S,Pl,1,1000,NA,NA,NA,34.03,14.33,48.93,0.99,0.99,25,0,15,30,5,10,0,0,15,4.08,157.84,0.073865858,210,131.662,267.092,347.707,23.388,2.57553,2.09009,0.554711,1.55142,IDFdk3,1,11.5014,4.86549,4.90889,4.42898,960.168,960.138,960.188,960.138,0.335264981,0.949267613,1.977071594,1.917837784,175,16,175,2.037658975
126,175,227,S,At,6,6000,NA,NA,NA,52.86,20.51,70.06,0.36,0.44,5,5,5,30,20,30,0,0,5,0.85,161.57,0.051289392,227,10.2207,12.0219,16.5717,17.6346,2.92809,4.5274,3.43411,2.95711,IDFdk3,1,6.23825,3.76467,8.6033,6.26941,960.32,960.371,960.36,960.371,1.984131566,1.97806806,1.958463567,1.953007898,175,16,175,2.037658975
127,175,227,S,Ep,1,1000,NA,NA,NA,52.86,20.51,70.06,0.36,0.44,5,5,5,30,20,30,0,0,5,0.85,161.57,0.051289392,227,10.2207,12.0219,16.5717,17.6346,2.92809,4.5274,3.43411,2.95711,IDFdk3,1,6.23825,3.76467,8.6033,6.26941,960.32,960.371,960.36,960.371,1.984131566,1.97806806,1.958463567,1.953007898,175,16,175,2.037658975
128,175,227,S,Fd,11,11000,2 Fd,2,6,52.86,20.51,70.06,0.36,0.44,5,5,5,30,20,30,0,0,5,0.85,161.57,0.051289392,227,10.2207,12.0219,16.5717,17.6346,2.92809,4.5274,3.43411,2.95711,IDFdk3,1,6.23825,3.76467,8.6033,6.26941,960.32,960.371,960.36,960.371,1.984131566,1.97806806,1.958463567,1.953007898,175,16,175,2.037658975
129,175,227,S,Sx,1,1000,NA,NA,NA,52.86,20.51,70.06,0.36,0.44,5,5,5,30,20,30,0,0,5,0.85,161.57,0.051289392,227,10.2207,12.0219,16.5717,17.6346,2.92809,4.5274,3.43411,2.95711,IDFdk3,1,6.23825,3.76467,8.6033,6.26941,960.32,960.371,960.36,960.371,1.984131566,1.97806806,1.958463567,1.953007898,175,16,175,2.037658975
130,175,31,S,At,12,12000,NA,NA,NA,57.5,21.03,71.81,0.28,0.32,0,5,5,50,10,20,0,0,10,1.13,209.25,0.127503993,31,44.363,46.7075,34.415,34.2315,7.27911,5.21423,3.02026,2.43867,IDFdk3,1,4.20455,4.17364,3.97328,3.61468,960.553,960.553,960.516,960.553,1.714924353,1.685723082,1.824965562,1.826771428,175,16,175,2.037658975
131,175,31,S,Ep,3,3000,NA,NA,NA,57.5,21.03,71.81,0.28,0.32,0,5,5,50,10,20,0,0,10,1.13,209.25,0.127503993,31,44.363,46.7075,34.415,34.2315,7.27911,5.21423,3.02026,2.43867,IDFdk3,1,4.20455,4.17364,3.97328,3.61468,960.553,960.553,960.516,960.553,1.714924353,1.685723082,1.824965562,1.826771428,175,16,175,2.037658975
132,175,31,S,Fd,2,2000,1 Fd,1,3,57.5,21.03,71.81,0.28,0.32,0,5,5,50,10,20,0,0,10,1.13,209.25,0.127503993,31,44.363,46.7075,34.415,34.2315,7.27911,5.21423,3.02026,2.43867,IDFdk3,1,4.20455,4.17364,3.97328,3.61468,960.553,960.553,960.516,960.553,1.714924353,1.685723082,1.824965562,1.826771428,175,16,175,2.037658975
133,175,341,S,Ep,1,1000,NA,NA,NA,33.25,11.24,38.38,1.01,1,10,5,25,5,0,20,0,0,35,1.04,156.04,0.086170809,341,323.312,338.149,311.007,304.178,5.53821,4.76593,5.44816,5.5562,IDFdk3,1,7.43503,7.1451,4.76217,4.81484,957.082,957.126,957.012,957.126,1.801900793,1.928154898,1.656151229,1.56176576,175,16,175,2.037658975
134,175,341,S,Fd,1,1000,3 Fd,3,9,33.25,11.24,38.38,1.01,1,10,5,25,5,0,20,0,0,35,1.04,156.04,0.086170809,341,323.312,338.149,311.007,304.178,5.53821,4.76593,5.44816,5.5562,IDFdk3,1,7.43503,7.1451,4.76217,4.81484,957.082,957.126,957.012,957.126,1.801900793,1.928154898,1.656151229,1.56176576,175,16,175,2.037658975
135,175,381,S,Fd,13,13000,3 Fd,3,9,42.79,17.19,58.72,0.63,0.72,5,0,10,45,5,30,0,0,5,3.47,52.19,1.613044952,381,23.8815,245.246,316.484,328.262,2.74009,1.42487,2.69226,2.5271,IDFdk3,1,7.69468,6.22774,5.79885,2.03301,960.147,960.211,960.085,960.211,1.914384722,0.581276863,1.725182118,1.850462416,175,16,175,2.037658975
136,175,433,S,Fd,2,2000,3 Fd,3,9,33.63,12.52,42.75,0.94,1.02,5,0,20,25,10,15,0,0,25,0.49,191.41,0.019763338,433,304.747,294.665,313.287,312.761,9.97129,5.59171,5.42031,4.99432,IDFdk3,1,4.96078,3.57238,3.23413,2.92788,958.422,958.394,958.239,958.394,1.56995374,1.41731202,1.685653209,1.678941713,175,16,175,2.037658975
